text,sentiment
"3. An option to arrange the tags alphabetically would be really helpful. An ""auto arrange"" would also work. Also, a password/pin lock with a Fingerprint locking facility. Thanks! 2. Love the new colors! Thanks for including them guys. 1. After a lot of contemplation, I decided to buy this app. On the whole, it's a great app. Tasks, calenders, tags, folders. Pretty much, all that one could ask for. I've used GTasks since ages. Just needed more options in an app and this fits the bill perfectly.",Positive
This has been a great app to build habits. I would give it a 5 star but your limited to only 5 habits at a time. You can get more but theres a pay wall,Positive
"A clean and simple app that I've used for a long time now. It's really been helpful for scheduling various errands, tasks and events in my calendar. Its simplicity makes it really easy to use in daily life. Highly recommended.",Positive
Wow this is what i was exactly looking for. Bought premium on the first day. Add many more features in the coming updates,Positive
"The best Todo list app I have come across!! I was able to move over my previous lists from wunderlist which made it so easy to set up and the ability to add subtasks and really easily move around and organise tasks is so helpful. The widgets are also really clean and customisable, no complaints!!",Positive
"I use this many times daily, and have for YEARS. Very intuitive and easy to change views. I like the slider bar and the ability to quickly show or hide favorite calendars. Moving appointments is a breeze. I have both Google calendars and an outlook one - this app handles both beautifully. Cannot say enough good about it!!!!",Positive
"Very Good app, if you're interested in a easy and very functional solution to plan out days ( like I do, or just for any type of task list. This is my #1 go to",Positive
"Love it, incredibly useful and I feel like a superhero growing in a gamification style system that tracks my lifestyle and productivity... Great product",Positive
5 stars for sync back to base.,Positive
Very useful,Positive
"Great app, keeps me on track and efficient. Helps me stick to my New Year's goals. Just wish we could add more habits.",Positive
Can you add more trees like wisteria or maple trees which look more real in next update. Please. It's very good tracker and my study hours has also been increased.,Positive
Granted I'm only doing basic schedule management. Way better than the stock calendar I was using!,Positive
Great for focusing,Positive
Good experience better than before,Positive
"Personally, taking the time to translate my every task into RPG format is tedious. Pretty time consuming in terms of customization. It's more like an RPG Maker, but to-do style. It's not what I'm looking for but given the developers perspective it's excellent for what it's worth. Flexible, extremely customizable and full of possibilities. Suggestion: allowing to download other users formats they've already taken the time to create.",Positive
"I Like the clear & unclutter look, everything is organized..wished i could export it without having to pay extra.",Positive
It's a beautiful digital calendar that u can customize with a cover and stickers and fonts - so much prettier than the standard calendar that comes on your phone!,Positive
"Very good. Simple and easy to use. I would like to see more statistics, because for now I can only see the statistics for only one habit at a time, but not a overall statistics.",Positive
Cool,Positive
"Such an awesome app♥️....one thing I would like to suggest is, please add some features like checklist and all, so it can show how much discipline I was as performance on graph.",Positive
Easy to see event on gadget.,Positive
"New user and I'm impressed! A lot of neat features I've been looking for in apps like this. it's obvious dev is active and listening and thats a great sign. If I have an immediate suggestion, it'd be for us to be able to add tab categories of traits besides the default characteristics/skills; for example to add things like ""personality"", ""lifestyle"" or however we want to organize our skillset categories, so those 2 sections aren't cluttered. A search option for icons too maybe? Keep it up!",Positive
"Very easy to use with a simple interface and plenty of features. The web version syncs with the app, and is just as easy to use. I'm more productive already.",Positive
Love love love this app... but you guys can add some more features to make it a bit more easier to use..,Positive
Great reminder😊,Positive
Great,Positive
"Hi. I love the app. There's a bug that I want to share. I created a daily task (once a day) but it doesn't go away after completing it from ""Today's"" task. What do I do? Thank you",Positive
Needs a backup system,Positive
very good,Positive
Good one,Positive
"The best habit tracker app I've seen, would've done 5 stars, but I feel like something's missing, and I can't quite put my finger on it",Positive
It's very helpful application I like it. I start remark a good result and it helped me to have a new habit .,Positive
This app is changing my life and I recommend it to everyone who wants to start building discipline. Love the goal tracking and the tag system helps organize my lists into context/smart lists.,Positive
"With my ADHD, this app is a godsend. I use it for a multitude of tasks and it almost certainly makes me better at following through. Lists are handy but Todoist takes it to the next level. Five stars are definitely earned. For me, it's worth the few dollars/month to go premium, but even without all the additional features this app is a must-have for anyone who is in need of that extra mental shelf-space.",Positive
"Changed my life. The group feature, when you have a family, is a must have. Seeing our avatars morph and change while we level up our life, priceless. This app is worth it, it's one of the best decisions I've made for me and my children. They're excited to do chores, and I no longer procrastinate. I just can't recommend this app enough.",Positive
"I've been using TickTick for probably 4 years, and it's the best to-do list app out there. It's simple and straightforward, and I love that I can have it on all of my devices and computer, and keep one to do list wherever I go. I would love to give it 5 stars, but over the last few months it's been very glitchy with syncing between my various devices.",Positive
"Absolutely liked it, ease of use and keeps list sorted.",Positive
"Amazing app to help you complete focused work without falling into distractions. You plant virtual trees and get coins when they grow up. You can accumulate the coins and exchange them for either new types of virtual trees or to plant ACTUAL ones. So, not only it helps you in being more productive. But also, it lets you contribute to the environment.",Positive
Awesome app! Looking forward to upgrading to pro version for more functions.,Positive
Almost perfect.. only two things still missing: category (one taks can be appear in multiple list) and scheduled task can be displayed/appear in calendar on the date of completion target.,Positive
"I really like this app for my phone. My favorite part is the voice notification. It really helps with my kids homeschooling. I set the voice to tell them that its time for school and to sit at the table, then it plays a little song. I love this because now when they hear this they turnoff their morning cartoons, put their dishes in the sink, grab their notebooks then sit at the table. I love that I don't have to keep tell them to get to the table anymore. The only thing I would suggest is having the option to make my schedule on the computer too and be able to link the two devises. Like how google does with their calendar app. Other than that I really like this app.",Positive
Easy to use. Perfect need to make a to do list,Positive
"Highly recommended , it's really working well",Positive
Enjoy to use photo on notes as reminder.,Positive
Great app,Positive
Just getting started on it.,Positive
Good,Positive
Not bad,Positive
"I would like to Thank you Microsoft for creating this app, really useful app user friendly, looks clean, options are so cool, if they have add options of changing background to users wallpaper that would be really great 🥰 Awesome guys Thank you",Positive
Good,Positive
This is one cool app. Not only is it useful but it also has an aesthetically pleading footprint.,Positive
"The best app for tasks so far. Some features are still missing for me tho. For example a shortcut from the app icon, to create new task right away. The app, however, makes up for it through the level of customizability it offers. I'm more than happy with it.",Positive
I like its efficiency Leaves me with a sense of confidence that once entered will remind me when it should. Completely satisfied.,Positive
Like it,Positive
This is a really cool app to plan your day through out...super colourful..but I found something bad....that is the remainders are not working properly.. please work on it.. otherwise it it super cool... EDIT : Thanks for your reply sir....I have tried all the ways to make it work but still it is not working..,Positive
Very well done for improving your task management. Only the lack of badge count for android phone is loosing the 5 stars review,Positive
"I've tried quite a few rpg-like to-do list apps and I must say this one is the only one that I find genuinely enjoyable, and actually kinda feels like a game. You can tell a lot of effort was put into the aesthetic, everything is very easy to access and is pleasing to the eye. Although I think there should be a way to uncheck to-do's. I keep accidentally clicking on them in the widget and remaking them every time is starting to get annoying.",Positive
Super,Positive
"Love it, easy to use and great for reminders. Best part of it is that you can link it to your Google calendar.",Positive
"I love this app. It's helped me so much. There's only a few things that bother me about it, like how you can't change the order of dailies but besides that it's fantastic.",Positive
"I forget to do a lot of things i think of during the day, Any.do. is an excellent way to remind me. Just set an alarm, and it will remind you. Even if its something days away.. .I highly recommend it to everyone.. even if your not forgetful..",Positive
"The app is what you make of it. A big imagination will take you far. I wish it had better mobile support though. Many functions require a computer. And it'd be nice to be able to preview all the cosmetic options that cost gems (the cash currency). Without a preview, its almost gambling, especially with hairstyles",Positive
"I love this app!! I'm a grad student, a new mom and works full time. This app really keeps me on track and helps me visualize the time I have for my daily to do list.",Positive
"I have a serious and long standing issue with procrastinating. Started using the app in yet another bid to get me to be productive. So far it's worked a treat. :) I think the streak keeping is a big part of it, for me. It's easy to keep a habit for a few days but the longer it goes on the more expensive it is to slack off, giving you an extra push to work harder.",Positive
"I find creating tasks to be announced. I wanted to assign a task like homework but I'm not sure if I'll get it done in exactly 20 minutes. It asks for a time of beginning and end with a date. You have to be quite accurate with your tasks, it's not just a task reminder, it's a task scheduler.",Neutral
"Your widget freezes intermittently, doesn't allow interaction. Had to remove and add widget from homescreen a few times now.",Neutral
"Almost perfect. But I've two issues. First, why doesn't my day get auto filled with all tasks overdue or due today? Second, reminders are nowhere to be seen. No notification, no alarm. Am I missing something?",Neutral
Please add today's task to my day automatically. Now it has to do it manually.,Neutral
"It consumes too much (1/3 of the) battery, otherwise it is great.",Neutral
It seems like it could be good but very disappointed that it's subscription based and that there's not a one time purchase option. Not sure if pro has this option but it also doesnt seem to have a history of completed tasks. Will need to keep looking.,Neutral
not quite as good as Wunderlist for me... but overall decent and as I need to use this for work now (as wunderlist blocked!) I am trying to get into it broadly. premium features seem quite pricey.,Neutral
"It's okay application however it is not that practical. Reason is more 
often than not I have some event I'd like to add and shift around my 
routine. This is not possible at the moment (using programmer for 2 out of 
3 days is meticulous just so I can add 1 event). It would be good to have 
the ability to move and split routine items with events. In essence make 
programmer less of a hustle, and more natural and quick to use.",Neutral
"Worked great in beginning. Enjoy multiple lists & sublists. But now I have a task ""haunting"" me, it won't let me delete it. Wrote developers, we'll see. Using SG8+.",Neutral
"Really don't like that they changed the empty time slots back to the way they were (whenever you delete an activity the activity gets replaced with an empty block separate from the empty blocks before or after it), I find it to be extremely unnecessary. But the new feature of increasing or decreasing an activity in 1, 5 or 15 minute chunks is great, and the programmer feature works well as always, particularly good for planning out studies and work.",Neutral
Looks promising but I can't create avatar due to this error: path 'profile name' is required.,Neutral
"Overall its good but this new version is not working when i open store, app gets close automatically",Neutral
"Very helpful for setting up a consistent schedule. Although an extremely important drawback, which is the app's blessing and curse, is the mechanism of killing the tree when you exit the app and open another. This idea fits perfectly in the concept of the app when a social media platform is activated but it's rather frustrating when the only thing you want to do is look up something on the internet or use Google translator. I suggest an update where the app generates an application checklist.",Neutral
"Great in theory, doesn't play nice with outlook which is s shame as this could be the next must have app",Neutral
I love this app. I would really love an option to check off or mark that a task was complete.,Neutral
I am managing need a reminder,Neutral
Full screen ads. 0/5 Edit : raised to 3/5.,Neutral
Everything is great. But the sort by time isn't working properly.,Neutral
Really like this app but wish I could see my WHOLE calendar or at least have the option to search for a specific date. That would make it perfect as I want to use it as my go to planner.,Neutral
"The only problem I have come across so far is, the day calendar does not change automatically. In order to get the current date on the day calendar is to go to the month calendar and select today's date. That said, the program and UI is better than the pre-installed calendar program.",Neutral
It won't allow me to sync it with my Android watch and there is nowhere to ask questions!?,Neutral
"PLEASE FIX THE SCHEDULING THAT CHANGES TO Jan 1st 1970 when selecting any day, I can only schedule using the Today, Tomorrow and Next Monday buttons, not the calendar, this was present for over 2 months by now. Also, smart text detection doesn't work at all for "" on tommorow at 6:00PM "" for example. Please fix these 2 issues.",Neutral
"a wealth of options and no guidance on how to use them. templates or examples would be useful. if you're willing to stick with it, you'll find it very useful. the leaning curve is steeper than it needs to be.",Neutral
"I actually like this app, which is why I bought the Pro version. But lately, it keeps crashing after I finish a productivity session. I think it has problems for Pro accounts. I really hope it can be fixed soon. [07/24/20 Update] I downloaded the new version of the app where it says that the bugs are fixed. It was working well for a while, but the same problem kept occuring again. I need to uninstall and reinstall the app consistently just to make it work again.",Neutral
"Its a to do list that can go everywhere with you and no writing! Can prioritize list as well great little app 11/2019 edit- hoping like other folks that they undo the changes. This app has gotten more difficult and counterintuitive with the last update. Used to be able to select multiple items to reschedule at one time. Can't do that anymore. Also used to be able to just type repeat everyday, repeat every Monday Wednesday and Friday etc. It now seems like only sometimes that works.",Neutral
"The app itself is really great. However, if you are going to buy premium, please make an account first, then buy premium. I bought premium without an account and was fine until I switched phones. I couldn't buy premium again because the option had disappeared but I didn't have access to premium features. I had even emailed support about the issue and gave the invoice number from Google play store. No response. This is enough to make me not use the app again.",Neutral
Crashing a lot after update,Neutral
good so far. only used a few times may review later on.,Neutral
This is by far the best and complete Todo list app i have come across so far... However the notification and alarm feature doesn't work... Would have gotten a 5 star from me if that had worked. Thank you.,Neutral
Would need an UI refresh.,Neutral
"I wanted this for my tablet, and like the features, like tasks, a calendar etc, but I'm disappointed. It is locked on landscape position instead of allowing it to rotate to portrait position. If they fixed that one detail it would be a winner for me",Neutral
"Liked it when missed tasks automatically got added to ""today"", versus a separate screen.",Neutral
"I really enjoyed the concept, used it for about a year and paid. What ultimately stopped me from using it is it is not user friendly and glitched constantly. It wouldn't keep my settings even though I changed the default. Or populate tasks on my widget. Format for setting up recurring events is hard to navigate and it kept duplicating and deleting tasks when using desktop version. Basically an awesome concept performed poorly. I think if more resources were put in to this app it would be epic!",Neutral
"nice, but there seems to be no way to hide declined events? that makes it much less useful. Would give 5/5 otherwise",Neutral
"Some nice features here. Their approach really set it apart from the other I've tried so far. It's a strong contender as a Wunderlist replacement. The only reason I am still not confident on a switch is their Wear integration. It's terrible! The app doesn't listen to the watch at all. I've tried completing and snoozing and it does nothing. The watch app can only add tasks, so the screenshots they're sharing here are DECEPTIVE. I also wish I could hide completed task, instead of deleting.",Neutral
Nice app,Neutral
Ugly graphics. I wish it measured my walking distance like Pokemon go,Neutral
"Overall, it's pretty darn good. The only problem I have with the app right now is that the crown doesn't work for scrolling. Please integrate this simple feature for five stars.",Neutral
I didn't like the way the lists would set up...,Neutral
I like using this app. I would love to see a sync between devices in future.,Neutral
"I've been using it for a while and really find it useful but it duplicates the tasks which is pretty annoying...i suddenly have to exercise 6 times a day XD...I guess that could be benefitial...but no, it's annoying really xD Will be glad to give it 5 stars once that stops happening",Neutral
"I am Apple transfer, and I am yet to find am app for android with the same functionality as the built in iOS app. This one is ok, but does not do what I need it to. Literally all I want an app to be able to do is have reminders pop up when scheduled, then stay on the screen until they are completed. This app will make the reminder pop up when scheduled, but if I don't complete it by the end of the day, it will not stay on my screen. Seems like I have to try and find a different app.",Neutral
Pretty good app,Neutral
"Most probably its my choice since Wunderlist closing, but why are you guys so persistent in denying email notifications feature?! App really often skip reminders.",Neutral
Will update down the road,Neutral
"Works okay if you're looking for routine alarm, but not exactly as a motivation and control of routines.",Neutral
Why would I pay money to have recurring events in a planner. I think I'll stick with my default calander app,Neutral
"I missed the old tiny tree that was at before for 10 minutes of focusing, I truely missed it 💔",Neutral
Not being able to view my list of things to do or to get.,Neutral
"Doesn't offer too many options to notes and writing (listing, text fonts and sizes). Tools and resources are very simple and limited.",Neutral
not practical,Neutral
"I think that this app is honestly really fun!! and for an unmotivated student like me, this gives me more motivation to study but this app has limited rewards and it takes very long to get enough coins to buy new trees so the forest becomes boring after awhile. I recommend giving new trees as rewards after focusing for eg : 200 mins 3 days straight or something like that. this app also deleted my 2 hour study because I used my phone during the last 1 minute to check on texts from my teacher 😭😡",Neutral
Good,Neutral
Great app only problem is that whenever I set reminders for the task I set I don't really receive them would definitely rate 5 stars if this problem is fixed,Neutral
"Its ok, notifications dont work very often.",Neutral
Good,Neutral
not quite as good as Wunderlist for me... but overall decent and as I need to use this for work now (as wunderlist blocked!) I am trying to get into it broadly. premium features seem quite pricey.,Neutral
Pretty good app but the continuous nagging to rate it in the Play Store gets annoying in a hurry.,Neutral
Got it for he to know do of do not do me to my do do an do gone by hi do you do of do is well your name is on the list for the next few days and I will be there at the same time I don't have a whole lot of time to get the kids to the gum Wall Street journal and send it to you when I get home I will send you the link to the video of the puzzle in my room you have for me to get the kids to the gum Wall Street journal and send it to you when I get home I will send you the link to the video of 🤩🤩,Neutral
Now you get a 30sec ad whenever you create a new calendar entry. Still an excellent calendar,Neutral
After last upgrade widget calendar date not automatically rolling over to next day. Also the widget will not reload when the phone is turned back on.,Neutral
Still learning to use app.,Neutral
"Quite good app, but recurring tasks which is a basic function doesn't work correctly, thus making the app useless. Even though I impremented all the instructions for Huawei still issue is there.",Neutral
"Lack of experience between platforms, premium purchase not synced very well.. some good points like custom alerts and reminders.",Neutral
"I'm telling this app used to work just fine and I have been using it since 2017 and it has done wonders in my life.. but since last month this app has stopped working properly and this is for the 5 time I'm downloading it in this month, I have lost all my data, all the progress is gone and its frustrating now.. I hope you fix this problem soon.. thanking you in anticipation..",Neutral
"Pretty fun idea, but the widget needs improvement. I always have to insert a new task or refresh the widget in order to see my task",Neutral
"Every second day of usage I can't get into the app, so I have to delete this app and reload.",Neutral
"Update 02.04.20. I was using this for a while but I returned to my old task manager of 15 years (updated versions of course). I like this out because it syncs between android and my macbook pro. works a charm. only issue - doesn't handle recurring tasks such as ""recurs on the second tuesday of the month. ..."" etc. simple recurring tasks are fine (every second monday). overall very good. easy to use. Once recurring tasks are implemented completely this will be superior!",Neutral
I am having a problem in signing in to my pro account,Neutral
"Like everything about the app except, my events kept disappearing. I would enter an event and one would disappear.",Neutral
The problem is the phone is not ringing even though Ring is turned on. Output is given Alarm Volume. Yet Its not ringing..,Neutral
"Nice looking app with good user interface. The ability to check off daily tasks, add goals with subtasks & note taking capability would be perfect.",Neutral
"Its a good app to use for studying, but after using it for two hours, it sent me out of the app. Then, if i click the app, it wont let me in. I have tried downlaoding it three time but it doesnt work.. Please try to fix it..",Neutral
"Awesome. I upgraded to support 2 requests to get 5stars. 1) i need a move back option,if my 12 oclock runs late i need to push all the other tasks that day back by x minutes. 2) option to automatic cloud backup OR sync data from timetune to calendar",Neutral
It's kinda cool but the alarm icon disappear immediately the app is closed and therefore do not show notification when the time set is due.,Neutral
Widget doesn't work,Neutral
"I cant use this app cause anytime i plant a tree and i come back to plant another one it show ""unfortunatly forest has stopped working",Neutral
"I love lists, and I really love this easy to use app, however I also love making notes to myself of a *lengthy* nature (usually when I'm trying to go to sleep), like my thoughts on a subject or what Id like to talk about to a friend, it would be amazing if there was a blank note page or lined page without all the Frills of *dates and times and priority and complete* to compete with my eyes. I dislike having to have multiple apps for same basic function. I'd chose this over all others. 👍",Neutral
"A very interesting idea. I would give 5 stars, but there are minor bugs in the apps. I can't choose my user name, it says there are all taken. (I'm sure No one else would use it) and I cant add a daily task. It shows an error when I try to add one. ""is not the enum for frequency "" or something similar. please fix this, I really love this idea.",Neutral
"Really hard to read when you have overlapping calendar items, which is a shame as the concept of a circular 'clock' calendar is a good one.",Neutral
Has trouble syncing Google calendar. Not all events show up even after clicking sync now. Also tried hiding and un hiding calender but still doesn't sync.,Neutral
"Very interesting concept but it's extremely time consuming to setup and add all the content you need. Also being able to edit everything and choose the rewards freely kinda looses it's purpose. I understand some people might like the feature, but I personally do not. Overall, great app if you have the time to set it up and get familiar with it.",Neutral
"Good function, weird execution. The program works great, but it has weird way of reminding the user of the habit. like saying Hey, tiger"" its just weird",Neutral
"Great app BUT it takes away access to your data after a while unless you grant full access to email addresses/google acct/ everything. Fair enough request, but not by holding data to ransom. Either that or its been compromised by malware, but I don't think so",Neutral
Why too many steps to remove a project?,Neutral
Hard to use Edit: after your polite replay i edited my review from one star to 3 stars still find it hard to use.. good app don't require to read a manual to use it. It should be user friendly and clear thanks any way,Neutral
"Reduced one star because there is a pro version..5 stars rated when there is another pros version?? It cant be, right? Reduced for another star because i suggest that you should have a 'pause session', check it out from the study bunny.",Neutral
the app and widɡet are very ɡood. Will change to 5 start when I can be able to add task using google assistant.,Neutral
I love the design and the app in general. I would give it 5 stars if it would allow to size the image and the information displayed.,Neutral
"A lot of bugs, low range of choose and opportunities.",Neutral
This app is so good for focus on your study .👍,Neutral
Need calender view also,Neutral
its ok,Neutral
Paid dark theme. Im going behind another app,Neutral
It's a good app but needs internet connection all the time for reminder. If only it was offline.,Neutral
promo focus notification not working properly and will stop cycling through promo and break randomly,Neutral
"This app is a great idea and I love all the features. However, no matter what I set the day start time to for daily tasks to reset, they keep resetting at some seemingly random point in the middle of the day despite me having it at 2AM, which is causing all of my evening tasks and some of my midday tasks to fail as I haven't done them yet. I'm not sure if the app thinks I'm in a different time zone or what but it's very irritating. If they fix that it's 5 stars for sure.",Neutral
some privacy please? why do you millennials think everything needs to be shared? why can't I keep my activity private without sharing with entire world?,Neutral
"I wish I could delete things that automatically show up in my calendar, things like holidays in other countries etc., I don't want ""everything"" showing up that really doesn't pertain to me. If there is a way, I haven't found it!",Neutral
No sound in reminders. Just vibration. How can i fix it?,Neutral
"In general, the app is confusing. Repeating tasks work for some time and then stop working. I have not found any clear logic behind this. The same problem was with wunderlist. Not recommended.",Negative
"Was fine until the last couple of days when the layout turned squirrelly on my Android tablet.  Seems okay on my smart phone.  Still, I will not purchase full version unless the version for my tablet goes back to matching the screen layout on my cell.",Negative
"I used to love this app and used the whitelist feature all the time so I could study PDFs on my phone. I redownloaded it recently and discovered they now put the whitelist feature behind a paywall, which basically defeats the purpose of the app for me, still a good concept but that was a big downgrade",Negative
foolish app. steals data. doesn't have anything of itself. takes everything from Google calendar,Negative
"Wasn't sure to begin with, as it's not all that user friendly... but how frustrating to take a chance anyway & pay for premium only to have it NOT sync with my Calendars....! Wasn't really any other reason to pay for premium except that.... What a small waste of money; it's of no use to me now! 😒",Negative
This app is not working in my phone samsung galaxy m31 Can you please fix it,Negative
"(edit) Been using it for a while occasionally and every time it feels like a hassle to find what I need to reach within the app.. I only use the routines, no events or reminders, I have a separate app for that, Google Assistant wit a calendar. To add a change to one day it requires a lot of clicking to amend it.. I end up writing down the rest of the day tasks on paper, deleting, amending the times and adding them manually with the new times.. That's counterproductive. I need an easy way to move",Negative
Not user-friendly,Negative
Now when I get a reminder it wakes up the screen to display the notification. There's no way to change this. Edit: reminder pop-ups is already switch OFF.,Negative
فوق کیری,Negative
You have to sign in to use,Negative
"This seems like a fun idea, and was recommended to me as especially helpful for people with ADHD, so I was intrigued. Unfortunately, I have encountered a bug where when I get to the screen where I choose my screen name and username, I cannot press the next button after filling out the name and username. Then, when I exit the app and go back to it, it's the default character and I cannot customise it/my account.",Negative
New update causing app to freeze. Pls correct it immediately.,Negative
I cant Register on this app. It always says 'server connection lost '.,Negative
"Eh. it's mediocre and really doesn't do anything your calendar app on your phone doesn't already do. I liked using the month widget until it just decided, on Jan 29, that the month of February no loger existed. I tried to look ahead to the month of Feb to see a preview from the widget but it kept going fron Jan to March. The only way to view Feb in the widget was to change the date to Feb in my phone. just went back to my phone's calendar app. Uninstalling.",Negative
after reinstall data not recover while take backup Google Drive,Negative
"Now hold on. I paid for the ""premium version"" a couple years ago for ad-free use. Decide to update the app for once and suddenly that's gone?",Negative
Can login with facebook because there is an issue with login implementation. Uninstalling,Negative
"Enough with the pop-up ads! I don't mind if an app has ads, but if I'm going to be interrupted by a 15 second video every 5 seconds while I'm checking off my list I'm deleting your app. And no, I'm not going to subscribe just because you keep popping up the subscription page. If I have to pay to make the app decently usable, you may as well require I pay for it to begin with.",Negative
It's a great app but now a days it clears all the data and I cant see any tree which i plant earlier.... so i reinstalled all the time.. pls fix this prblm ( nb: i dnt have premium),Negative
"None of the reminders work, notifications turned, only when do I open the app do I get reminded of my activities",Negative
It worked for the first week. Now I can't add a task without it crashing.,Negative
"TD;DR You have to register. You get blasted with emails. Free version is as good as free native app. It's not clear what features you get if you spend money. It's disappointing. Most features are behind a pay wall (which is fine) - I'd be more than happy to pay if I understood what those features are and having used the app, I still don't know. Also you HAVE to register with them and as soon as you do you get blasted with emails, which is by far the most annoying thing this app does.",Negative
A suspicious app! Do not recommend this application.,Negative
"This app is completely unusable on my Note10+ The account creation is riddled with errors and when I finally get into the app, I can't click on any items or add a new item without the app instantly crashing. I was excited by the premise and motivated to start using it, but the experience was downright embarrassing. I'd love for a developer response here to acknowledge these problems and maybe offer some solutions.",Negative
Got a new tablet which sync my notes fine after I uninstalled and signed back in. My new phone won't sync. On the app for my phone there is no place to sign out! Frustrating,Negative
"I've been using this app for a really long time. I have new phone and when I logged, all my trees disappeared, but planting time remains the same.",Negative
"i ws kinda disappointed because i really loved the user interface of the app and how smooth it flows from one set up to another. however, i have to uninstall and install it back up several time because it will not accept the 4digit password i have set it up with. i had to do it like 10 times :/ but still like the app tho. i hope that bug will be fixed sooner.",Negative
"Been using for years. Just about to delete due to the full screen lengthy ads that not only appear when I add an event, they pop up when I'm using other apps. Did a scan using an ad detector app and Business Calender is the culprit. Shame as pervious ad style was OK, this is ridiculous though.",Negative
the app opens it self up whenever it wants to display an ad but the screen remains the same but i cant press anything. so it just opens up in the background all day long to display ads and make money when im not even using the app. this feature is ridiculous and it started happening every 5 minutes as opposed to every now and then so i just deleted the app.,Negative
"I like the app a lot, bit I can not make the notifications sound to work. I have enabled all notifications in setting - both the phone and the app but the only notification I'm getting is in the notification bar? Without the notification sound the app is quite useless.",Negative
Missing grocery list widget and quantity for grocery list items!!!,Negative
"Nice interface and it syncs across my devices. However the widget constantly crashes on both, P30 Pro, Oneplus 7T Pro.",Negative
"This app was exactly what I was looking for. a visual of the day in clock form. Only issue is, if I add something to the clock it adds it to my calendar. I don't want that. I want an app where the calendar and app are separate. This was supposed to be for studying and exercise. I didn't want to have to add those things as into my ready packed calendar. it was a fast uninstall. Iif there was an option to disconnect the two, I'd reinstall.",Negative
